Voyage date,Vessel name,Vessel master,Vessel cargo,Port of origin,Destination port,Voyage type
1855-01-19,San Diego,C. Crofton,Oil,Vancouver Island,Port Townsend,Inbound
1855-01-19,Cyrus,W. H. Diggs,,Port Townsend,Steilacoom,Outbound
1855-01-19,San Diego,C. Crofton,Oil,Port Townsend,Steilacoom,Outbound
1855-01-22,Live Yankee,A. B. Gove,"Lumber, spars",Olympia,Port Townsend,Inbound
1855-01-22,Live Yankee,A. W. Gove,Spars & lumber,Port Townsend,Hong Kong,Outbound
1855-01-24,H. C. Page,Henry Roeder,"Lumber, piles",Bellingham Bay,Port Townsend,Inbound
1855-01-25,H. C. Page,Henry Roeder,Grain & [illeg]/Grain & cranberrys,Port Townsend,Olympia,Outbound
1855-02-03,Major Tompkins,James M. Hunt,Livestock,Olympia,Port Townsend,Inbound
1855-02-04,Major Tompkins,James M. Hunt,Live stock,Port Townsend,Victoria,Outbound
1855-02-06,Major Tompkins,James M. Hunt,Ballast,Victoria,Port Townsend,Inbound
1855-02-06,Erlian,J. A. Briard / J. H. Brood,Ballast,San Francisco,Port Townsend,Inbound
1855-02-06,Major Tompkins,James M. Hunt,Ballast,Port Townsend,Olympia,Outbound
1855-02-06,Erlian,J. H. Brood,Ballast,Port Townsend,Port Gamble,Outbound
1855-02-08,Sarah McFarlane,R. Nash,50 tons coal,Seattle,Port Townsend,Inbound
1855-02-08,Sarah McFarlane,R. Nash,50 tons coal,Port Townsend,Victoria,Outbound
1855-02-10,Major Tompkins,James M. Hunt,Assorted,Port Townsend,Victoria,Outbound
1855-02-11,Major Tompkins,James M. Hunt,Assorted  ,Olympia,Port Townsend,Inbound
1855-02-12,H. C. Page,Henry Roeder,,Olympia,Port Townsend,Inbound
1855-02-12,George Emory,C. J. Frank,Merchandise,San Francisco,Port Townsend,Inbound
1855-02-12,H. C. Page,Henry Roeder,Assorted,Port Townsend,Bellingham Bay,Outbound
1855-02-16,George Emory,C. J. Frank,Mds,Port Townsend,Steilacoom,Outbound
1855-02-19,Kaluna,Samuel F. Candage,Lumber,Port Gamble,Port Townsend,Inbound
1855-02-19,Louika,G. W. Wilfong,"Lumber, shingles",Olympia,Port Townsend,Inbound
1855-02-20,Nile,Samuel Rose,"Lumber, shingles",Seattle,Port Townsend,Inbound
1855-02-20,Beaver,C. Dodd,Ballast,Victoria,Port Townsend,Inbound
1855-02-20,Kaluna,S. F. Candage,Lumber,Port Townsend,Lahaina,Outbound
1855-02-20,Louika,G. W. Wilfong,Lumber & Salmon,Port Townsend,Honolulu,Outbound
1855-02-20,Nile,S. Rose,Lumber & Shingles,Port Townsend,Honolulu,Outbound
1855-02-21,Beaver,C. Dodd,Ballast,Port Townsend,Victoria,Outbound
1855-02-22,Russell,C. A. Leary,Ballast,San Francisco,Port Townsend,Inbound
1855-02-22,Russell,C. A. Leary,Ballast,Port Townsend,Port Gamble,Outbound
1855-03-03,H. C. Page,Henry Roeder,Lumber,Victoria,Port Townsend,Inbound
1855-03-03,H. C. Page,Henry Roeder,Ballast,Port Townsend,Bellingham Bay,Outbound
1855-03-07,Erlian,J. A. Briard / J. H. Brood,Ballast,Victoria,Port Townsend,Inbound
1855-03-07,John,H. McKay,1 [illeg]/140,Port Townsend,Victoria,Outbound
1855-03-08,John,Hugh McKay,Lumber,Port Gamble,Port Townsend,Inbound
1855-03-08,Erlian,J. A. Briard,Lumber & Spars,Port Townsend,Hong Kong,Outbound
1855-03-11,Daniel Webster,William Webster,Ballast,Seattle,Port Townsend,Inbound
1855-03-11,Mary Reed,Joseph C. Cook,Merchandise,Honolulu,Port Townsend,Inbound
1855-03-14,Daniel Webster,William Webster,Ballast,Port Townsend,Port Discovery,Outbound
1855-03-15,John N. Gossler,Charles Emerson,Timber,Port Discovery,Port Townsend,Inbound
1855-03-15,Mary Reed,[illeg]/Helebiok,Mds,Port Townsend,Olympia,Outbound
1855-03-15,John N. Gossler,Charles Emerson,Spars & piles,Port Townsend,San Francisco,Outbound
1855-03-19,Russell,C. A. Leary,Lumber,Port Gamble,Port Townsend,Inbound
1855-03-19,Russell,C. A. Leary,Lumber,Port Townsend,Valparaiso,Outbound
1855-03-22,H. C. Page,Henry Roeder,Lumber,Bellingham Bay,Port Townsend,Inbound
1855-03-22,H. C. Page,Henry Roeder,Lumber,Port Townsend,Victoria,Outbound
1855-03-24,John,Hugh McKay,Ballast,Olympia,Port Townsend,Inbound
1855-03-24,John,H. McKay,B[illeg],Port Townsend,Victoria,Outbound
1855-04-04,H. C. Page,Henry Roeder,1 Box Mdse.,Victoria,Port Townsend,Inbound
1855-04-04,H. C. Page,Henry Roeder,1 Box Mdse,Port Townsend,Bellingham Bay,Outbound
1855-04-07,Mary Reed,Joseph C. Cook,"Lumber, merchandise",Olympia,Port Townsend,Inbound
1855-04-10,San Diego,C. Crofton,Merchandise,Olympia,Port Townsend,Inbound
1855-04-11,John,Hugh McKay,Ballast,Victoria,Port Townsend,Inbound
1855-04-11,A. Y. Trask, R. C. / R. G. Fay,Ballast,Port Discovery,Port Townsend,Inbound
1855-04-11,Rose,J. J. Sage / J. G. Stego,Ballast & Stores,Victoria,Port Townsend,Inbound
1855-04-11,San Diego,C. Crofton,Mdse,Port Townsend,Ports in the Pacific,Outbound
1855-04-11,John,H. McKay,Ballast,Port Townsend,Victoria,Outbound
1855-04-11,A. Y. Trask,R. C. Fay,Mdse,Port Townsend,Victoria,Outbound
1855-04-12,Rose,J. G. Diggs,Ballast & ship stores,Port Townsend,Hood Canal,Outbound
1855-04-16,L. P. Foster,C. L. Wiggin,Merchandise,Honolulu,Port Townsend,Inbound
1855-04-16,L. P. Foster,Charles L. Wiggin,Mdse,Port Townsend,Port Gamble,Outbound
1855-04-24,John,Hugh McKay,Ballast,Victoria,Port Townsend,Inbound
1855-04-25,John,Hugh McKay,Ballast,Port Townsend,Victoria,Outbound
1855-04-28,L. P. Foster,C. L. Wiggin,Lumber,Port Gamble,Port Townsend,Inbound
1855-04-28,L. P. Foster,Charles L. Wiggin,Lumber,Port Townsend,Honolulu,Outbound
1855-04-30,Cyrus,William H. Diggs,Merchandise,San Francisco,Port Townsend,Inbound
1855-04-30,Cyrus,William M. Diggs,Mdse,Port Townsend,Steilacoom,Outbound
1855-05-01,Samuel Merritt,A. B. Gove,Merchandise,San Francisco,Port Townsend,Inbound
1855-05-02,Samuel Merritt,A. B. Gove,Mdse,Port Townsend,Olympia,Outbound
1855-05-04,H. C. Page,William Miller / Otter / Mitter,Lumber,Bellingham Bay,Port Townsend,Inbound
1855-05-04,H. C. Page,William Otter,Ballast,Port Townsend,Olympia,Outbound
1855-05-05,John,Hugh McKay,Ballast,Victoria,Port Townsend,Inbound
1855-05-05,John,H. McKay,Ballast,Port Townsend,Victoria,Outbound
1855-05-08,Chalcedoney,B. H. Lovejoy,Ballast,San Francisco,Port Townsend,Inbound
1855-05-08,Chalcedoney,B. H. Lovejoy,Ballast,Port Townsend,Penn's Cove,Outbound
1855-05-12,Madonna,A. M. / A. W. / William Pray,Ballast,Port Madison,Port Townsend,Inbound
1855-05-12,Madonna,A. M. Pray,Lumber,Port Townsend,San Francisco,Outbound
1855-05-13,Clariff,Boyd,Ballast,San Francisco,Port Townsend,Inbound
1855-05-13,Rose,J. J. Sage / J. G. Stego,Ballast,San Francisco,Port Townsend,Inbound
1855-05-13,Clariff,Boyd,Ballast,Port Townsend,Port Madison,Outbound
1855-05-13,Rose,J. G. Diggs,Lumber,Port Townsend,Shanghai,Outbound
1855-05-14,John,Hugh McKay,Ballast,Victoria,Port Townsend,Inbound
1855-05-14,John,H. McKay,Ballast,Port Townsend,Victoria,Outbound
1855-05-14,R. B. Potter,Joseph Fowler,Ballast,Port Townsend,Olympia,Outbound
1855-05-15,Kaluna,Samuel F. Candage,Merchandise,Honolulu,Port Townsend,Inbound
1855-05-15,Kaluna,S. F. Candage,Merchandise,Port Townsend,Port Gamble,Outbound
1855-05-16,A. Y. Trask, R. C. / R. G. Fay,Merchandise,Nitinat,Port Townsend,Inbound
1855-05-16,R. B. Potter,Enoch S. Fowler,Merchandise,Olympia,Port Townsend,Inbound
1855-05-21,John,Hugh McKay,Ballast,,Port Townsend,Inbound
1855-05-21,Emilie Parker,Joseph H. / H. D. Morgan,Merchandise,Olympia,Port Townsend,Inbound
1855-05-21,San Diego,C. Crofton,Merchandise,Olympia,Port Townsend,Inbound
1855-05-21,Otter,William Alexander Mouat,Ballast,Victoria,Port Townsend,Inbound
1855-05-21,John,Joseph McRay,Ballast,Port Townsend,Victoria,Outbound
1855-05-21,Emilie Parker,Joseph H. Morgan,Merchandise,Port Townsend,Victoria,Outbound
1855-05-21,San Diego,C. Crofton,Merchandise,Port Townsend,Ports in the Pacific,Outbound
1855-05-21,Otter,William Alexander Mouat,,Port Townsend,Nisqually,Outbound
1855-05-24,Otter,William Alexander Mouat,Stock,Nisqually,Port Townsend,Inbound
1855-05-24,Kaluna,Samuel F. Candage,Lumber,Port Gamble,Port Townsend,Inbound
1855-05-24,Otter,William Alexander Mouat,,Port Townsend,Victoria,Outbound
1855-05-26,Kaluna,S. F. Candage,Lumber,Port Townsend,Honolulu,Outbound
1855-05-28,A. Y. Trask,James Keynes,Merchandise,Port Townsend,Ports in the Pacific,Outbound
1855-05-29,Jane,Henry / M. Kingston,Ballast,San Francisco,Port Townsend,Inbound
1855-05-29,Jane,Henry Kingston,Ballast,Port Townsend,Penn's Cove,Outbound
1855-06-01,Louika,G. W. Wilfong,Merchandise,Honolulu,Port Townsend,Inbound
1855-06-01,Emilie Parker,Joseph H. / H. D. Morgan,Merchandise,Victoria,Port Townsend,Inbound
1855-06-02,Samuel Merritt,A. B. Gove,Lumber,Olympia,Port Townsend,Inbound
1855-06-02,Louika,George W. Wilfong,Mdse,Port Townsend,Olympia,Outbound
1855-06-02,Emilie Parker,H. D. Morgan,Mdse,Port Townsend,Olympia,Outbound
1855-06-03,Juana Guzman,A. Cammas,Ballast,San Francisco,Port Townsend,Inbound
1855-06-03,Juana Guzman,A. Cammas,Ballast,Port Townsend,Port Gamble,Outbound
1855-06-05,Water Lily,James M. Hunt,Ballast,Olympia,Port Townsend,Inbound
1855-06-05,Samuel Merritt,A. B. Gove,Lumber,Port Townsend,Ports in the Pacific,Outbound
1855-06-05,Water Lily,James M. Hunt,Ballast,Port Townsend,Victoria,Outbound
1855-06-06,John,Hugh McKay,Ballast,Victoria,Port Townsend,Inbound
1855-06-06,John,Hugh McKay,Merchandise,Port Townsend,Victoria,Outbound
1855-06-11,Mary Reed,Joseph C. Cook,Merchandise,Honolulu,Port Townsend,Inbound
1855-06-12,Mary Reed,Joseph C. Cook,Merchandise,Port Townsend,Olympia,Outbound
1855-06-13,Consort,A. M. / A. W. / William Pray,Lumber,Port Madison,Port Townsend,Inbound
1855-06-13,Sarah Warren,A. B. Gove,Ballast,San Francisco,Port Townsend,Inbound
1855-06-13,Grecian,J. D. Kissom / S. J. Kissam,Ballast,San Francisco,Port Townsend,Inbound
1855-06-14,Otter,William Alexander Mouat,Ballast,Victoria,Port Townsend,Inbound
1855-06-14,Consort,Pray,Lumber,Port Townsend,San Francisco,Outbound
1855-06-14,Sarah Warren,D. J. Gove,Ballast,Port Townsend,Olympia,Outbound
1855-06-17,Water Lily,James M. Hunt,Ballast,Victoria,Port Townsend,Inbound
1855-06-17,Water Lily,James M. Hunt,Ballast,Port Townsend,Olympia,Outbound
1855-06-18,Jane,Henry / M. Kingston,Piles,Penn's Cove,Port Townsend,Inbound
1855-06-18,George Emerson,A. Y. Trask,Timber,Steilacoom,Port Townsend,Inbound
1855-06-18,H. C. Page,William Miller / Otter / Mitter,Lumber,Bellingham Bay,Port Townsend,Inbound
1855-06-18,R. B. Potter,Enoch S. Fowler,Ballast,Olympia,Port Townsend,Inbound
1855-06-18,Cyrus,William H. Diggs,Timber,Steilacoom,Port Townsend,Inbound
1855-06-18,Jane,M. Kingston,Piling,Port Townsend,Honolulu,Outbound
1855-06-19,George Emerson,A. G. Frank/A.G. Trask,Timber,Port Townsend,San Francisco,Outbound
1855-06-19,H. C. Page,William Otter,Lumber,Port Townsend,Victoria,Outbound
1855-06-19,R. B. Potter,E. S. Fowler,Ballast,Port Townsend,New Dungeness,Outbound
1855-06-20,John,Hugh McKay,Ballast,Victoria,Port Townsend,Inbound
1855-06-20,John,H. McKay,Ballast,Port Townsend,Victoria,Outbound
1855-06-22,Otter,William Alexander Mouat,Livestock,Nisqually,Port Townsend,Inbound
1855-06-22,Otter,William Alexander Mouat,Livestock,Port Townsend,Victoria,Outbound
1855-06-25,H. C. Page,William Miller / Otter / Mitter,Returned Cargo,Victoria,Port Townsend,Inbound
1855-06-25,H. C. Page,William Otter,Lumber,Port Townsend,Bellingham Bay,Outbound
1855-06-28,Mary Reed,Joseph C. Cook,Lumber,Olympia,Port Townsend,Inbound
1855-06-28,A. Y. Trask,James Keymes,Oil,Vancouver Island,Port Townsend,Inbound
1855-06-28,Mary Reed,Joseph C. Cook,Lumber,Port Townsend,Honolulu,Outbound
1855-06-28,A. Y. Trask,J. Caines,Oil,Port Townsend,Olympia,Outbound
1855-06-29,Brontes,Marshall Blinn,Ballast,San Francisco,Port Townsend,Inbound
1855-06-29,Brontes,M. Blinn,Ballast,Port Townsend,Seattle,Outbound
1855-07-01,Race Hound,H. McDonough,Ballast,San Francisco,Port Townsend,Inbound
1855-07-01,Race Hound,H. McDonough,Mdse,Port Townsend,Olympia,Outbound
1855-07-02,L. P. Foster,C. L. Wiggin,Merchandise,Honolulu,Port Townsend,Inbound
1855-07-02,Louika,G. W. Wilfong,Sawed Lumber,Olympia,Port Townsend,Inbound
1855-07-02,Chalcedoney,B. H. Lovejoy,Timber,Penn's Cove,Port Townsend,Inbound
1855-07-02,L. P. Foster,Charles L. Wiggin,Timber Lumber,Port Townsend,Port Gamble,Outbound
1855-07-02,Louika,G. W. Wilfong,5 Shingles,Port Townsend,Honolulu,Outbound
1855-07-02,Chalcedoney,B. H. Lovejoy,Timber,Port Townsend,San Francisco,Outbound
1855-07-03,Willamantie,Thomas Bayling,Sawed Lumber,Port Ludlow,Port Townsend,Inbound
1855-07-05,Willamantie,Thomas Bayling,Sawed Lumber,Port Townsend,Honolulu,Outbound
1855-07-07,Ella Frances,Benjamin Mitchell,Ballast,San Francisco,Port Townsend,Inbound
1855-07-07,Ella Frances,B. A. Mitchell,Ballast,Port Townsend,Port Gamble,Outbound
1855-07-11,Coagano,S. Wade,Ballast,San Francisco,Port Townsend,Inbound
1855-07-12,R. B. Potter,Enoch S. Fowler,Ballast,Olympia,Port Townsend,Inbound
1855-07-12,Madonna,A. M. / A. W. / William Pray,Sawed Lumber,Port Madison,Port Townsend,Inbound
1855-07-12,Coagano,S. Wade,Ballast,Port Townsend,Olympia,Outbound
1855-07-12,R. B. Potter,E. S. Fowler,Ballast,Port Townsend,,Outbound
1855-07-12,Madonna,A. W. Pray,Sawed Lumber,Port Townsend,San Francisco,Outbound
1855-07-16,L. P. Foster,C. L. Wiggin,Sawed Lumber,Port Gamble,Port Townsend,Inbound
1855-07-16,H. C. Page,William Miller / Otter / Mitter,Ballast,Bellingham Bay,Port Townsend,Inbound
1855-07-16,Ella Frances,Benjamin Mitchell,Lumber,Port Gamble,Port Townsend,Inbound
1855-07-16,L. P. Foster,Charles L. Wiggin,Sawed Lumber,Port Townsend,Honolulu,Outbound
1855-07-16,H. C. Page,William Otter,Ballast,Port Townsend,Victoria,Outbound
1855-07-16,Ella Frances,B. H. Mitchell / B. M. Mitchell,Lumber,Port Townsend,Honolulu,Outbound
1855-07-18,Grecian,J. D. Kissom / S. J. Kissam,Lumber,Port Gamble,Port Townsend,Inbound
1855-07-18,Grecian,S. J. Kissam,Lumber,Port Townsend,Honolulu,Outbound
1855-07-24,Brontes,Marshall Blinn,Lumber,Seattle,Port Townsend,Inbound
1855-07-24,John,Hugh McKay,Ballast,Victoria,Port Townsend,Inbound
1855-07-24,Brontes,M. Blinn,Lumber,Port Townsend,Honolulu,Outbound
1855-07-31,John,Hugh McKay,Assorted  ,Olympia,Port Townsend,Inbound
1855-07-31,John,H. McKay,Ballast,Port Townsend,Olympia,Outbound
1855-07-31,John,H. McKay,Assorted Cargo,Port Townsend,Victoria,Outbound
1855-08-02,Juana Guzman,A. Cammas,Spars,Port Gamble,Port Townsend,Inbound
1855-08-02,Juana Guzman,A. Cammas,Spars &c.,Port Townsend,Valparaiso,Outbound
1855-08-04,A. Y. Trask,James Keynes,Merchandise,Port Townsend,Victoria,Outbound
1855-08-06,H. C. Page,William Otter,Ballast,Port Townsend,Olympia,Outbound
1855-08-07,H. C. Page,William Miller / Otter / Mitter,Ballast,Victoria,Port Townsend,Inbound
1855-08-09,A. Y. Trask,James Keymes,Merchandise,Seattle,Port Townsend,Inbound
1855-08-09,Kaluna,Samuel F. Candage,Assorted  ,Honolulu,Port Townsend,Inbound
1855-08-09,G. W. Kendall,Henry Wilson,Assorted,San Francisco,Port Townsend,Inbound
1855-08-09,J. B. Brown,J. Mayhew,Assorted,San Francisco,Port Townsend,Inbound
1855-08-09,Kaluna,Candage,Assorted Cargo,Port Townsend,Port Gamble,Outbound
1855-08-09,G. W. Kendall,Wilson,Assorted Cargo,Port Townsend,Olympia,Outbound
1855-08-09,J. B. Brown,Mayhew,Assorted Cargo,Port Townsend,Port Gamble,Outbound
1855-08-10,A. A. Eldridge,G. S. / R. S. Porter,Assorted,San Francisco,Port Townsend,Inbound
1855-08-10,A. A. Eldridge,Porter,Assorted Cargo,Port Townsend,Steilacoom,Outbound
1855-08-11,R. B. Potter,E. S. Fowler,Assorted  ,Port Townsend,Ports in the Pacific,Outbound
1855-08-13,John,Hugh McKay,Assorted,Victoria,Port Townsend,Inbound
1855-08-13,A. Y. Trask,James Keymes,Ballast,Victoria,Port Townsend,Inbound
1855-08-13,John,McKay,Ballast,Port Townsend,Victoria,Outbound
1855-08-13,A. Y. Trask,James Keynes,Ballast,Port Townsend,Port Discovery,Outbound
1855-08-14,R. B. Potter,Enoch S. Fowler,Assorted,Port Gamble,Port Townsend,Inbound
1855-08-15,Rob Roy,Alex McLean,Ballast,Victoria,Port Townsend,Inbound
1855-08-16,Rob Roy,Alex McLean,Ballast,Port Townsend,Whatcom,Outbound
1855-08-18,A. A. Eldridge,G. S. / R. S. Porter,Coal,Steilacoom,Port Townsend,Inbound
1855-08-18,A. A. Eldridge,Porter,Coal,Port Townsend,San Francisco,Outbound
1855-08-21,Race Hound,H. McDonough,Lumber,Olympia,Port Townsend,Inbound
1855-08-21,Race Hound,H. McDonough,Lumber,Port Townsend,Hong Kong,Outbound
1855-08-22,Kaluna,Samuel F. Candage,Lumber,Port Gamble,Port Townsend,Inbound
1855-08-22,S. J. Joseph,E. Cazalis,Ballast,San Francisco,Port Townsend,Inbound
1855-08-22,Kaluna,S. F. Candage,Lumber,Port Townsend,Honolulu,Outbound
1855-08-22,S. J. Joseph,Cazalis,Ballast,Port Townsend,Port Gamble,Outbound
1855-08-26,Hodgden,Wade,Timber,Steilacoom,Port Townsend,Inbound
1855-08-29,Swiss Boy,Thomas J. Knife,Ballast,San Francisco,Port Townsend,Inbound
1855-08-29,Swiss Boy,Thomas J. Knife,Timber,Port Townsend,San Francisco,Outbound
1855-08-30,Cyrus,William H. Diggs,Merchandise,San Francisco,Port Townsend,Inbound
1855-08-30,Louisiana,A. Williams,Ballast,Port Ludlow,Port Townsend,Inbound
1855-08-30,Glencoe,Richard Carleton ,Lumber,San Francisco,Port Townsend,Inbound
1855-08-30,Hodgden,Wade,Timber,Port Townsend,San Francisco,Outbound
1855-08-30,Cyrus,Diggs,Mdse,Port Townsend,Steilacoom,Outbound
1855-08-30,Louisiana,A. Williams,Ballast,Port Townsend,Steilacoom,Outbound
1855-08-31,Glencoe,Carlton,Lumber,Port Townsend,San Francisco,Outbound
1855-09-04,Nahumkeag,Abbot,Ballast,Port Orchard,Port Townsend,Inbound
1855-09-04,Nahumkeag,Abbot,Ballast,Port Townsend,Port Orchard,Outbound
1855-09-07,John,Hugh McKay,Ballast,Victoria,Port Townsend,Inbound
1855-09-07,L. P. Foster,C. L. Wiggin,Assorted,Honolulu,Port Townsend,Inbound
1855-09-07,John,McKay,Ballast,Port Townsend,Victoria,Outbound
1855-09-08,L. P. Foster,Wiggins,Assorted,Port Townsend,Port Gamble,Outbound
1855-09-10,Leonesa,Edward Howard,Assorted,San Francisco,Port Townsend,Inbound
1855-09-14,G. W. Kendall,Henry Wilson,Lumber,Olympia,Port Townsend,Inbound
1855-09-14,Emilie Parker,James Jones,Flour,Olympia,Port Townsend,Inbound
1855-09-15,Otter,William Alexander Mouat,Ballast,Victoria,Port Townsend,Inbound
1855-09-15,A. Y. Trask,James Keymes,Ballast,Port Discovery,Port Townsend,Inbound
1855-09-15,Otter,William Alexander Mouat,Ballast,Port Townsend,Nisqually,Outbound
1855-09-16,Nahumkeag,Abbot,Lumber,Port Orchard,Port Townsend,Inbound
1855-09-17,A. Y. Trask,James Keynes,Whisky & Brand,Port Townsend,Victoria,Outbound
1855-09-19,R. B. Potter,Enoch S. Fowler,Oil,Vancouver Island,Port Townsend,Inbound
1855-09-20,Otter,William Alexander Mouat,Cattle Horses and Mdse,Nisqually,Port Townsend,Inbound
1855-09-20,Chalcedoney,B. H. Lovejoy,Ballast,San Francisco,Port Townsend,Inbound
1855-09-21,Live Yankee,A. B. Gove,Ballast,San Francisco,Port Townsend,Inbound
1855-09-22,A. Y. Trask,James Keymes,Ballast,Victoria,Port Townsend,Inbound
1855-09-22,Emilie Parker,James Jones,Ballast,Victoria,Port Townsend,Inbound
1855-09-24,L. P. Foster,C. L. Wiggin,"Lumber, timber",Port Gamble,Port Townsend,Inbound
1855-09-25,Leonesa,Edward Howard,Ballast,Olympia,Port Townsend,Inbound
1855-09-29,R. B. Potter,Enoch S. Fowler,Ballast,Olympia,Port Townsend,Inbound
1855-10-01,Ariana,J. Henry Swift,Merchandise,San Francisco,Port Townsend,Inbound
1855-10-01,Ariana,J. Henry Swift,Mdse,Port Townsend,Penn's Cove,Outbound
1855-10-03,R. B. Potter,E. S. Fowler,Ballast,Port Townsend,Whatcom,Outbound
1855-10-05,Lizzie Jarvis,J. E. Burtons / S. G. Burrows ,Ballast,San Francisco,Port Townsend,Inbound
1855-10-05,Lizzie Jarvis,J. E. Burtons,Ballast,Port Townsend,Port Gamble,Outbound
1855-10-08,S. J. Joseph,E. Cazalis,Lumber,Port Gamble,Port Townsend,Inbound
1855-10-08,Tarquina,William Harris,Ballast,Honolulu,Port Townsend,Inbound
1855-10-08,S. J. Joseph,E. Cazalis,Lumber,Port Townsend,Australia,Outbound
1855-10-08,Tarquina,William Harris,Ballast,Port Townsend,Olympia,Outbound
1855-10-11,Emilie Parker,James Jones,Lumber,Olympia,Port Townsend,Inbound
1855-10-11,Emilie Parker,James Jones,Lumber &,Port Townsend,Victoria,Outbound
1855-10-12,Brontes,Marshall Blinn,Assorted,Honolulu,Port Townsend,Inbound
1855-10-12,Brontes,M. Blinn,Assorted,Port Townsend,Seattle,Outbound
1855-10-14,Ella Frances,Benjamin Mitchell,Ballast,Honolulu,Port Townsend,Inbound
1855-10-14,Ella Frances,Mitchell,Ballast,Port Townsend,Port Gamble,Outbound
1855-10-16,Consort,A. M. / A. W. / William Pray,Ballast,San Francisco,Port Townsend,Inbound
1855-10-16,Willamantie,Thomas Bayling,Merchandise,San Francisco,Port Townsend,Inbound
